Tu bedzie ED, 4, -2.197529993E9
Tu bedzie ED, 4, -2.192193349E9
Tu bedzie ED, 3, -2.15271798E9
Tu bedzie ED, 3, -2.152720298E9
Tu bedzie ED, 3, -2.15272097E9
Tu bedzie ED, 3, -2.152722214E9
Tu bedzie ED, 3, -2.152722214E9
Tu bedzie ED, 2, -2.152731999E9
Tu bedzie ED, 2, -2.152731999E9
Tu bedzie ED, 3, -2.182727576E9
Tu bedzie ED, 3, -2.182733227E9
Tu bedzie ED, 3, -2.182733227E9
Tu bedzie ED, 3, -2.182733227E9
Tu bedzie ED, 3, -2.182733227E9
Tu bedzie ED, 3, -2.182733227E9
Tu bedzie ED, 2, -2.177524827E9
Tu bedzie ED, 2, -2.177524827E9
Tu bedzie ED, 2, -2.177524827E9
Tu bedzie ED, 2, -2.177871837E9
Tu bedzie ED, 2, -2.177871837E9
Tu bedzie ED, 3, -2.183028497E9
Tu bedzie ED, 3, -2.183028497E9
Tu bedzie ED, 3, -2.183028497E9
Tu bedzie ED, 3, -2.183028497E9
Tu bedzie ED, 4, -2.183375684E9
Tu bedzie ED, 5, -2.183374529E9
Tu bedzie ED, 4, -2.18338799E9
Tu bedzie ED, 4, -2.183042353E9
Tu bedzie ED, 4, -2.183042353E9
Tu bedzie ED, 4, -2.183042353E9
Tu bedzie ED, 3, -2.177915332E9
Tu bedzie ED, 3, -2.17791627E9
Tu bedzie ED, 3, -2.17791627E9
Tu bedzie ED, 3, -2.17791627E9
Tu bedzie ED, 3, -2.17791627E9
Tu bedzie ED, 3, -2.17791627E9
Tu bedzie ED, 3, -2.17791627E9
Tu bedzie ED, 3, -2.17791627E9
Tu bedzie ED, 3, -2.17791627E9
Tu bedzie ED, 3, -2.177916543E9
Tu bedzie ED, 3, -2.177916543E9
Tu bedzie ED, 3, -2.177916983E9
Tu bedzie ED, 3, -2.177916983E9
Tu bedzie ED, 3, -2.177916983E9
Tu bedzie ED, 3, -2.177916983E9
Tu bedzie ED, 3, -2.177916983E9
Tu bedzie ED, 3, -2.177916983E9
Tu bedzie ED, 3, -2.177916983E9
Tu bedzie ED, 3, -2.177916983E9
Tu bedzie ED, 3, -2.177916983E9
Tu bedzie ED, 3, -2.177916983E9
Tu bedzie ED, 3, -2.177916983E9
Tu bedzie ED, 4, -2.183180626E9
Tu bedzie ED, 4, -2.183180626E9
Tu bedzie ED, 4, -2.183180626E9
Tu bedzie ED, 4, -2.183180626E9
Tu bedzie ED, 5, -2.18774969E9
Tu bedzie ED, 5, -2.18774969E9
Tu bedzie ED, 3, -2.177940852E9
Tu bedzie ED, 3, -2.177940852E9
Tu bedzie ED, 3, -2.177940852E9
Tu bedzie ED, 3, -2.177940852E9
Tu bedzie ED, 3, -2.177940852E9
Tu bedzie ED, 3, -2.177940852E9
Tu bedzie ED, 3, -2.177940852E9
Tu bedzie ED, 3, -2.177940852E9
Tu bedzie ED, 3, -2.177940852E9
Tu bedzie ED, 3, -2.177940852E9
Tu bedzie ED, 3, -2.177940852E9
Tu bedzie ED, 3, -2.177940852E9
Tu bedzie ED, 3, -2.177940852E9
Tu bedzie ED, 4, -2.191947486E9
Tu bedzie ED, 4, -2.191947486E9
Tu bedzie ED, 4, -2.191947486E9
Tu bedzie ED, 4, -2.191947486E9
Tu bedzie ED, 4, -2.191947486E9
Tu bedzie ED, 5, -2.201785588E9
Tu bedzie ED, 5, -2.201785588E9
