Tu bedzie ED, 2, -2.18284615E9
Tu bedzie ED, 3, -2.182841277E9
Tu bedzie ED, 4, -2.188132152E9
Tu bedzie ED, 3, -2.188144282E9
Tu bedzie ED, 1, -2.147483648E9
Tu bedzie ED, 4, -2.18815448E9
Tu bedzie ED, 4, -2.177943829E9
Tu bedzie ED, 6, -2.19771288E9
Tu bedzie ED, 4, -2.197731658E9
Tu bedzie ED, 4, -2.197739552E9
Tu bedzie ED, 2, -2.168102418E9
Tu bedzie ED, 3, -2.177993179E9
Tu bedzie ED, 5, -2.177993179E9
Tu bedzie ED, 2, -2.168114606E9
Tu bedzie ED, 3, -2.197791198E9
Tu bedzie ED, 3, -2.178007294E9
Tu bedzie ED, 4, -2.178009216E9
Tu bedzie ED, 3, -2.182959525E9
Tu bedzie ED, 4, -2.182966455E9
Tu bedzie ED, 1, -2.147483648E9
Tu bedzie ED, 1, -2.147483648E9
Tu bedzie ED, 2, -2.178031824E9
Tu bedzie ED, 3, -2.18298256E9
Tu bedzie ED, 4, -2.182985586E9
Tu bedzie ED, 5, -2.182988499E9
Tu bedzie ED, 9, -2.182989773E9
Tu bedzie ED, 8, -2.183006833E9
Tu bedzie ED, 1, -2.147483648E9
Tu bedzie ED, 4, -2.183035617E9
Tu bedzie ED, 9, -2.183032836E9
Tu bedzie ED, 14, -2.1830354E9
Tu bedzie ED, 3, -2.183035805E9
Tu bedzie ED, 1, -2.147483648E9
Tu bedzie ED, 1, -2.147483648E9
Tu bedzie ED, 1, -2.147483648E9
Tu bedzie ED, 1, -2.147483648E9
Tu bedzie ED, 2, -2.147483648E9
Tu bedzie ED, 3, -2.183054856E9
Tu bedzie ED, 2, -2.183059991E9
Tu bedzie ED, 4, -2.183059991E9
Tu bedzie ED, 3, -2.178107885E9
Tu bedzie ED, 5, -2.178107885E9
Tu bedzie ED, 3, -2.178107885E9
Tu bedzie ED, 4, -2.178107885E9
Tu bedzie ED, 2, -2.178115849E9
Tu bedzie ED, 3, -2.18307917E9
Tu bedzie ED, 4, -2.18307917E9
Tu bedzie ED, 6, -2.18307917E9
Tu bedzie ED, 3, -2.178120428E9
Tu bedzie ED, 7, -2.178120428E9
Tu bedzie ED, 2, -2.178123969E9
Tu bedzie ED, 2, -2.178125267E9
Tu bedzie ED, 3, -2.17813037E9
Tu bedzie ED, 7, -2.183096192E9
Tu bedzie ED, 13, -2.183096192E9
Tu bedzie ED, 13, -2.178132501E9
Tu bedzie ED, 29, -2.183095404E9
Tu bedzie ED, 4, -2.183100326E9
Tu bedzie ED, 5, -2.183101495E9
Tu bedzie ED, 7, -2.183101495E9
Tu bedzie ED, 4, -2.183102573E9
Tu bedzie ED, 6, -2.183108481E9
Tu bedzie ED, 9, -2.183117905E9
Tu bedzie ED, 17, -2.183109283E9
Tu bedzie ED, 27, -2.183117514E9
Tu bedzie ED, 51, -2.183117514E9
Tu bedzie ED, 76, -2.183117514E9
Tu bedzie ED, 5, -2.183119338E9
Tu bedzie ED, 9, -2.183119338E9
Tu bedzie ED, 17, -2.183120051E9
Tu bedzie ED, 1, -2.147483648E9
Tu bedzie ED, 2, -2.147483648E9
Tu bedzie ED, 6, -2.147483648E9
Tu bedzie ED, 10, -2.147483648E9
Tu bedzie ED, 2, -2.183138208E9
Tu bedzie ED, 3, -2.183138208E9
Tu bedzie ED, 9, -2.183138208E9
Tu bedzie ED, 18, -2.183138208E9
Tu bedzie ED, 6, -2.183141335E9
Tu bedzie ED, 7, -2.183144674E9
Tu bedzie ED, 2, -2.183144674E9
Tu bedzie ED, 3, -2.183144993E9
Tu bedzie ED, 4, -2.183145145E9
Tu bedzie ED, 6, -2.183145145E9
Tu bedzie ED, 7, -2.183147497E9
Tu bedzie ED, 22, -2.183147497E9
Tu bedzie ED, 1, -2.147483648E9
Tu bedzie ED, 1, -2.147483648E9
Tu bedzie ED, 3, -2.183152645E9
Tu bedzie ED, 3, -2.183152645E9
Tu bedzie ED, 2, -2.183152645E9
Tu bedzie ED, 5, -2.183152645E9
Tu bedzie ED, 8, -2.183152645E9
Tu bedzie ED, 2, -2.183154463E9
Tu bedzie ED, 3, -2.183154463E9
Tu bedzie ED, 4, -2.183154463E9
Tu bedzie ED, 1, -2.147483648E9
Tu bedzie ED, 1, -2.147483648E9
Tu bedzie ED, 1, -2.147483648E9

First population
1795.0133941975266, 58236, [34, 6, 3, 40, 46, 28, 39, 23, 10, 45, 51, 36, 9, 50, 31, 1, 18, 11, 15, 26, 29, 27, 24, 5, 43, 0, 13, 8, 17, 20, 25, 30, 44, 16, 19, 7, 49, 35, 42, 38, 33, 21, 41, 12, 37, 2, 32, 22, 48, 14, 4, 47, 34], [1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1]
